"","BOROUGH","ADDRESS","ZIP.CODE","SALE.PRICE"
"9630",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9631",1," 1335 6 AVENUE, TIMES                      ",10019,26135
"9632",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9635",1," 1335 6 AVENUE, TIMES                      ",10019,30930
"9637",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9638",1," 1335 6 AVENUE, TIMES                      ",10019,25900
"9642",1," 1335 6 AVENUE, TIMES                      ",10019,11000
"9643",1," 1335 6 AVENUE, TIMES                      ",10019,37700
"9648",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9649",1," 1335 6 AVENUE, TIMES                      ",10019,42845
"9650",1," 1335 6 AVENUE, TIMES                      ",10019,17350
"9654",1," 1335 6 AVENUE, TIMES                      ",10019,26390
"9655",1," 1335 6 AVENUE, TIMES                      ",10019,30160
"9658",1," 1335 6 AVENUE, TIMES                      ",10019,10500
"9659",1," 1335 6 AVENUE, TIMES                      ",10019,12000
"9660",1," 1335 6 AVENUE, TIMES                      ",10019,22620
"9661",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9663",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9664",1," 1335 6 AVENUE, TIMES                      ",10019,6000
"9665",1," 1335 6 AVENUE, TIMES                      ",10019,24995
"9666",1," 1335 6 AVENUE, TIMES                      ",10019,75400
"9668",1," 1335 6 AVENUE, TIMES                      ",10019,12600
"9673",1," 1335 6 AVENUE, TIMES                      ",10019,26390
"9675",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9676",1," 1335 6 AVENUE, TIMES                      ",10019,8000
"9678",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9685",1," 1335 6 AVENUE, TIMES                      ",10019,10667
"9686",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9689",1," 1335 6 AVENUE, TIMES                      ",10019,83100
"9690",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9691",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9693",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9695",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9700",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9703",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9707",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9709",1," 1335 6 AVENUE, TIMES                      ",10019,17350
"9711",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9713",1," 1335 6 AVENUE, TIMES                      ",10019,26390
"9714",1," 1335 6 AVENUE, TIMES                      ",10019,22620
"9716",1," 1335 6 AVENUE, TIMES                      ",10019,53186
"9719",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9720",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9724",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9730",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9732",1," 1335 6 AVENUE, TIMES                      ",10019,6000
"9733",1," 1335 6 AVENUE, TIMES                      ",10019,7600
"9734",1," 1335 6 AVENUE, TIMES                      ",10019,37700
"9735",1," 1335 6 AVENUE, TIMES                      ",10019,24995
"9742",1," 1335 6 AVENUE, TIMES                      ",10019,22620
"9744",1," 1335 6 AVENUE, TIMES                      ",10019,7000
"9747",1," 1335 6 AVENUE, TIMES                      ",10019,9000
"9748",1," 1335 6 AVENUE, TIMES                      ",10019,34700
"9751",1," 1335 6 AVENUE, TIMES                      ",10019,24995
"9753",1," 1335 6 AVENUE, TIMES                      ",10019,27852
"9758",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9759",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9760",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9762",1," 1335 6 AVENUE, TIMES                      ",10019,21225
"9763",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9765",1," 1335 6 AVENUE, TIMES                      ",10019,8300
"9767",1," 1335 6 AVENUE, TIMES                      ",10019,12750
"9769",1," 1335 6 AVENUE, TIMES                      ",10019,22620
"9771",1," 1335 6 AVENUE, TIMES                      ",10019,24995
"9773",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9774",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9779",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9781",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9783",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9785",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9788",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9789",1," 1335 6 AVENUE, TIMES                      ",10019,22620
"9795",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9796",1," 1335 6 AVENUE, TIMES                      ",10019,18850
"9804",1," 1335 6 AVENUE, TIMES                      ",10019,36700
"9806",1," 1335 6 AVENUE, TIMES                      ",10019,67860
"9809",1," 1335 6 AVENUE, TIMES                      ",10019,26390
"9810",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9811",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9814",1," 1335 6 AVENUE, TIMES                      ",10019,20000
"9822",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9826",1," 1335 6 AVENUE, TIMES                      ",10019,17455
"9829",1," 1335 6 AVENUE, TIMES                      ",10019,9915
"9831",1," 1335 6 AVENUE, TIMES                      ",10019,17908
"9832",1," 1335 6 AVENUE, TIMES                      ",10019,26390
"9836",1," 1335 6 AVENUE, TIMES                      ",10019,33930
"9838",1," 1335 6 AVENUE, TIMES                      ",10019,30160
